filter_name;noise_type;noise_intensity;filter_value;med_chest_ct.jpg;med_chest_xray.jpg;med_hand_xray.jpg;med_head_mr.jpg;med_thorax_ct.jpg;sat_mixed_close_1.jpg;sat_mixed_close_2.jpg;sat_mixed_close_3.jpg;sat_nature_farther_1.jpg;sat_nature_farther_2.jpg;sat_nature_farther_3.jpg;sat_urban_farther_normal_1.jpg;sat_urban_farther_normal_2.jpg;sat_urban_farther_normal_3.jpg
median_filter;gaussian;0_9;6;423,8374;489,3382;351,6832;542,397;458,63;667,4658;725,0564;716,8721;538,3959;512,9334;495,2483;553,2124;624,7622;645,6663
median_filter;gaussian;0_9;7;356,1808;357,0307;235,9928;422,4639;375,6749;577,6373;648,4228;639,6751;435,4103;411,1135;382,733;461,9908;547,3235;566,8113
median_filter;gaussian;0_9;8;387,4251;287,8775;210,8691;434,8777;387,2436;553,9182;633,5183;622,8288;401,8215;361,3824;328,6889;423,8868;528,2947;543,6132
median_filter;gaussian;0_9;9;375,1534;229,416;163,3387;404,1567;363,6291;526,8494;614,1032;601,1971;365,6284;320,9044;282,2142;388,6641;506,9475;520,6609
median_filter;gaussian;0_9;10;415,0514;196,0756;153,0585;443,9045;385,8803;526,4708;618,6059;603,87;360,197;299,5707;258,7925;374,7214;507,7074;518,4043
ca_median;salt_pepper;0_5;1;4264,9243;1214,1153;1295,4584;1360,3742;3389,8269;1076,1307;1176,4273;1163,8573;959,4501;878,4084;809,6037;928,9065;984,2558;997,1374
ca_median;salt_pepper;0_5;2;1543,3843;256,8093;200,8706;413,8588;1168,247;304,1803;380,1471;363,5741;208,6205;186,376;155,6628;239,6704;302,2172;314,9932
ca_median;salt_pepper;0_5;3;918,2014;137,217;103,0685;335,1547;696,2246;267,2947;346,1344;324,3355;161,4324;145,6157;113,0348;203,7265;270,7118;285,907
ca_median;salt_pepper;0_5;4;690,4283;105,0157;89,1743;324,0674;529,3414;264,4971;345,3249;325,8748;156,8463;142,1065;108,8987;202,1589;271,3532;286,7449
ca_median;salt_pepper;0_5;5;586,4438;92,2243;85,7783;324,9351;452,1256;277,0041;362,1905;339,6616;160,7326;146,7416;110,8123;209,7896;283,8439;300,274
ca_median;salt_pepper;0_5;6;530,5885;85,2762;85,214;329,0594;408,9897;286,1476;374,9352;351,3082;165,1357;151,0409;113,0872;216,197;294,2724;310,8984
ca_median;salt_pepper;0_5;7;497,8124;81,1936;85,413;334,9961;384,2601;298,4369;390,9545;364,3504;170,6352;156,1424;115,8875;223,4507;306,5496;323,4066
ca_median;salt_pepper;0_5;8;478,7924;78,4028;86,105;341,1211;368,9124;308,0354;403,6606;375,5134;175,711;160,4409;118,3225;229,44;316,6527;333,5734
ca_median;salt_pepper;0_5;9;468,9847;77,0649;86,9486;347,3525;360,188;318,7986;417,4652;386,7244;181,1311;164,8406;120,814;235,4804;327,1203;344,286
ca_median;salt_pepper;0_5;10;464,5126;76,0134;87,8149;354,4989;354,9804;327,4908;428,704;396,6733;186,2313;168,5892;123,0119;240,5915;335,9181;353,2724
ca_median;salt_pepper;0_05;1;164,4296;18,2706;12,2681;42,9106;139,0573;143,0471;204,1632;158,8286;69,9656;72,7443;51,8351;117,3716;143,0709;160,675
ca_median;salt_pepper;0_05;2;117,1617;11,4685;11,575;47,4567;90,7594;136,469;197,3677;167,6165;68,2546;69,6725;50,8529;113,857;146,117;161,4985
ca_median;salt_pepper;0_05;3;141,2489;12,8969;12,8059;56,2694;106,1793;171,8356;245,4984;207,4501;83,3141;85,0837;59,8855;138,1719;180,5893;199,2692
ca_median;salt_pepper;0_05;4;158,6261;13,9613;14,0133;64,3985;115,6476;186,2107;266,1018;229,4908;91,2567;92,6468;64,7838;149,45;197,7703;216,9161
ca_median;salt_pepper;0_05;5;175,6436;15,0358;15,3091;72,6562;125,3822;208,5047;294,794;253,9565;101,2488;101,7552;70,1701;162,8782;219,2205;239,5392
ca_median;salt_pepper;0_05;6;189,1084;15,9274;16,4965;80,2121;132,7455;221,4164;312,6262;270,7533;108,3583;108,1455;73,9764;171,6831;233,6501;254,1872
ca_median;salt_pepper;0_05;7;202,8581;16,8533;17,7095;87,8323;141,351;237,8007;333,6057;288,0069;116,3972;114,7989;77,9251;181,0244;249,333;270,4806
ca_median;salt_pepper;0_05;8;215,3826;17,7285;18,8753;94,6978;148,2599;248,6037;348,2879;301,1254;122,6356;119,9894;80,957;187,8172;261,0483;282,36
ca_median;salt_pepper;0_05;9;228,7632;18,6328;20,0857;101,6;156,1042;261,7871;364,7199;314,7941;129,5907;125,2148;84,0854;194,8836;273,4085;295,0685
ca_median;salt_pepper;0_05;10;241,0541;19,4054;21,2437;108,1176;162,6014;271,172;377,0664;325,8164;135,2672;129,5623;86,6171;200,4335;283,1404;305,087
ca_median;salt_pepper;0_25;1;1023,9851;163,0043;125,9444;223,75;832,2643;249,7076;321,2328;285,0049;154,216;144,6492;117,031;195,8603;237,1051;256,7411
ca_median;salt_pepper;0_25;2;303,727;47,836;43,3775;159,8259;256,1693;173,1299;236,6273;215,3474;96,7483;91,8973;70,9153;137,2946;179,1782;192,9762
ca_median;salt_pepper;0_25;3;230,4993;39,5799;42,3098;162,4989;195,0244;201,0016;275,0871;246,7191;107,5503;104,3622;77,8681;157,3401;207,4042;224,086
ca_median;salt_pepper;0_25;4;225,6165;38,0683;42,8533;167,9028;186,2592;211,9655;291,7902;264,3603;113,6984;110,7931;81,8692;167,1798;221,9757;238,9064
ca_median;salt_pepper;0_25;5;233,9145;38,3655;43,7628;174,589;191,2225;231,4345;317,4306;285,4235;122,3492;119,1476;86,8096;179,6571;241,7539;259,4638
ca_median;salt_pepper;0_25;6;243,5047;38,8431;44,7354;181,1581;196,03;243,5067;334,4964;300,8715;129,0002;125,2574;90,3707;188,2472;255,4873;273,545
ca_median;salt_pepper;0_25;7;254,9889;39,6219;45,7479;188,004;202,9059;258,5466;354,1883;316,7139;136,3608;131,4979;94,0851;197,1093;270,4408;288,8423
ca_median;salt_pepper;0_25;8;266,0199;40,2918;46,8239;194,6554;208,7381;269,1725;368,821;329,3588;142,4715;136,5736;97,0488;203,9767;281,8442;300,5352
ca_median;salt_pepper;0_25;9;278,1325;41,0664;47,8927;201,092;215,6907;281,3853;384,4399;342,2616;149,0175;141,5645;100,0393;210,803;293,7942;312,8338
ca_median;salt_pepper;0_25;10;289,592;41,756;49,0401;207,3686;222,0488;290,6021;396,8727;352,9389;154,6097;145,7632;102,4992;216,3014;303,2915;322,6621
ca_median;gaussian;0_5;1;292,3613;331,5346;286,8081;329,3916;315,5051;412,5491;453,334;412,9142;334,3595;337,4541;324,873;361,6103;389,0484;402,3545
ca_median;gaussian;0_5;2;220,6565;165,2819;166,3016;206,8514;224,8791;270,1617;317,1859;300,0894;199,1932;194,1735;177,8511;226,5649;267,5569;278,3473
ca_median;gaussian;0_5;3;214,768;117,8442;131,7104;179,1519;213,179;264,467;325,9522;301,6784;176,0889;168,3151;145,0886;213,1586;265,4059;279,9925
ca_median;gaussian;0_5;4;218,3988;96,6518;116,6897;171,5323;210,7934;260,4769;328,1601;305,4943;166,6532;156,5696;130,386;205,9994;266,0615;280,8979
ca_median;gaussian;0_5;5;227,9147;84,9148;108,5763;171,3303;214,6046;270,0348;344,9086;318,0333;166,1622;154,2745;124,612;209,0327;276,6966;292,6333
ca_median;gaussian;0_5;6;237,8245;77,4419;103,6497;173,8982;218,8191;276,3116;355,905;327,9666;167,1453;153,3914;121,3855;211,3514;284,9412;301,1452
ca_median;gaussian;0_5;7;249,496;72,4153;100,5401;177,7088;224,4992;286,442;370,8307;339,539;170,1199;154,4988;120,1356;215,6691;295,3093;311,9246
ca_median;gaussian;0_5;8;260,5026;68,782;98,5362;182,3343;229,7995;293,91;381,9726;349,1644;173,2346;155,8596;119,5324;219,1854;303,7216;320,5564
ca_median;gaussian;0_5;9;272,3243;66,1791;97,2313;187,2726;235,9265;303,1489;394,6488;359,2874;177,0981;157,7394;119,6159;223,2635;312,6346;329,871
ca_median;gaussian;0_5;10;283,7249;64,1664;96,3986;192,2243;241,4251;310,4218;404,7485;367,9646;180,8788;159,5348;119,9461;226,747;320,2685;337,6701
ca_median;gaussian;0_9;1;1336,3936;1678,8562;1643,5866;1736,2367;1428,778;1550,1915;1523,3777;1505,0763;1452,0228;1445,9989;1467,8119;1414,5071;1429,9006;1441,1813
ca_median;gaussian;0_9;2;884,3885;863,5194;997,2035;1051,7144;904,0925;844,429;862,3421;869,4341;761,6588;726,5324;720,4086;733,0219;765,3837;780,9546
ca_median;gaussian;0_9;3;771,9862;627,0112;809,926;864,7364;771,0036;675,1188;715,8936;717,8142;578,138;532,5676;513,0345;559,5964;607,6679;626,5392
ca_median;gaussian;0_9;4;727,4476;518,8356;724,0956;785,8677;715,5964;597,2779;647,6549;652,0221;496,3651;444,0708;417,8111;478,9928;537,2356;555,3761
ca_median;gaussian;0_9;5;707,3035;455,2244;673,4161;743,7575;687,3145;561,9259;620,716;622,2834;453,3747;396,0505;364,3236;438,2508;506,1848;524,2961
ca_median;gaussian;0_9;6;697,8722;413,0668;639,7049;718,8744;671,1389;539,2418;603,4394;604,5312;426,5527;364,4519;329,085;411,1638;487,1562;504,3944
ca_median;gaussian;0_9;7;695,342;383,174;615,7996;704,2431;661,9516;527,7567;596,8897;595,8685;410,0238;343,5233;305,0411;394,6406;477,9607;494,7265
ca_median;gaussian;0_9;8;696,081;360,8186;598,1927;695,5912;656,5473;519,8445;592,7784;590,6647;398,8858;328,181;287,421;382,4757;472,1324;488,225
ca_median;gaussian;0_9;9;699,5564;343,6553;584,7139;689,9208;653,8473;516,4238;592,5613;588,9324;391,5773;317,1141;274,3098;374,3291;469,8345;485,5179
ca_median;gaussian;0_9;10;704,0864;329,9694;574,122;687,1212;652,8069;514,0482;592,8847;588,3092;386,7079;308,4496;264,0318;367,9735;468,6934;483,8628
ca;salt_pepper;0_5;1;6564,6851;3777,5281;4969,3513;4654,2525;5841,6946;3469,1225;3565,3201;3687,2316;3430,8589;3185,1135;2993,4912;3147,0975;3108,8856;3097,2141
ca;salt_pepper;0_5;2;3483,9518;1352,6156;1711,8849;1715,8731;2889,9048;1197,1723;1274,7106;1300,4674;1138,6645;1037,8162;962,3041;1051,6241;1061,6586;1067,5103
ca;salt_pepper;0_5;3;2426,598;689,0052;839,3112;950,9826;1931,0221;624,7113;701,1687;707,8734;551,021;493,9587;438,571;524,4127;555,3557;564,0087
ca;salt_pepper;0_5;4;2036,2802;496,434;580,5329;742,9079;1599,3034;480,0529;558,4102;560,6656;398,5603;352,9633;301,8269;391,2545;433,516;443,8027
ca;salt_pepper;0_5;5;1836,7104;410,4527;458,3928;652,4626;1432,3783;423,087;502,0505;501,7827;336,3227;297,2657;248,0878;340,0092;389,0126;400,2374
ca;salt_pepper;0_5;6;1710,416;363,5703;390,776;603,2659;1331,294;395,3749;474,4075;472,6304;305,8502;270,2754;223,1552;315,5701;368,5371;380,2855
ca;salt_pepper;0_5;7;1626,6367;336,3318;348,9346;576,3396;1265,5193;380,9464;460,2269;457,0735;290,1154;256,8376;211,4443;303,686;358,979;371,0873
ca;salt_pepper;0_5;8;1572,6182;320,4583;323,1944;559,6644;1222,1362;373,5403;452,7138;448,8239;281,9329;250,3385;206,1391;297,9367;354,7079;366,9962
ca;salt_pepper;0_5;9;1535,9811;310,8891;307,3037;549,0876;1193,0378;369,6442;448,855;444,296;277,65;247,1041;203,7727;295,1881;352,793;365,1555
ca;salt_pepper;0_5;10;1511,4353;305,3286;297,006;542,3743;1174,2207;367,7046;446,8427;441,9732;275,4906;245,5398;202,7026;293,8859;351,9121;364,3591
ca;salt_pepper;0_05;1;143,3188;66,4591;81,3203;94,8128;126,0679;107,031;133,8759;114,4155;78,6665;77,2201;68,0538;96,855;99,9746;110,4242
ca;salt_pepper;0_05;2;73,3321;13,826;14,1228;30,6607;65,9316;87,1523;126,2861;97,3714;39,5707;41,0381;29,237;69,8665;84,4807;97,9962
ca;salt_pepper;0_05;3;63,7639;11,0801;11,3906;30,3717;58,1171;99,077;145,6336;114,5041;40,8236;43,1387;28,8676;76,9626;96,6707;111,581
ca;salt_pepper;0_05;4;58,4423;10,4;11,1533;30,9492;56,5153;105,7795;156,697;124,3072;41,9757;44,6001;29,3179;81,2379;103,5473;118,7434
ca;salt_pepper;0_05;5;54,6101;10,2378;11,1343;31,628;54,2266;109,4503;163,4371;129,7746;42,4807;45,159;29,4912;83,2512;107,0126;122,2824
ca;salt_pepper;0_05;6;54,8843;10,388;11,137;32,066;55,7508;111,586;167,5323;133,0907;42,6955;45,396;29,5492;84,2502;108,7575;124,0097
ca;salt_pepper;0_05;7;55,1616;10,4717;11,1479;32,3789;57,206;112,9105;170,1691;135,2283;42,7754;45,4997;29,5709;84,7311;109,6185;124,8507
ca;salt_pepper;0_05;8;55,3015;10,5537;11,1571;32,6023;58,5063;113,7068;171,8819;136,4964;42,8051;45,5461;29,5767;84,9508;110,0292;125,2574
ca;salt_pepper;0_05;9;55,2531;10,6177;11,1697;32,6887;59,5082;114,2161;172,9637;137,333;42,8161;45,5623;29,5774;85,0327;110,1994;125,4283
ca;salt_pepper;0_05;10;55,3643;10,6596;11,1704;32,7288;60,3485;114,5378;173,5695;137,7684;42,8209;45,5672;29,5774;85,065;110,2689;125,4876
ca;salt_pepper;0_25;1;2085,8056;1180,0128;1557,615;1455,9163;1905,3439;1138,1318;1181,3671;1214,6202;1105,938;1042,4884;975,1301;1033,14;1030,5377;1029,5948
ca;salt_pepper;0_25;2;791,7075;249,129;286,7536;347,0672;682,0722;281,7479;331,2036;314,4469;230,4796;218,4447;196,5826;246,4351;259,6127;271,8871
ca;salt_pepper;0_25;3;481,3131;108,2726;106,6538;204,1594;405,7412;180,0199;235,3553;212,1349;115,6251;111,4805;90,8864;147,653;174,4226;188,0903
ca;salt_pepper;0_25;4;375,9992;77,6451;74,6468;180,3826;321,5785;169,8595;229,267;203,8952;98,003;95,8647;74,921;135,9876;168,136;181,8738
ca;salt_pepper;0_25;5;326,5992;66,3362;63,2753;172,8407;280,8672;168,1435;230,1656;204,0992;93,083;91,7091;70,4837;133,577;167,9562;182,0936
ca;salt_pepper;0_25;6;296,9956;61,1005;58,7542;170,6144;257,643;168,5638;231,9809;205,6007;91,5039;90,447;69,2572;133,3928;168,7595;182,8913
ca;salt_pepper;0_25;7;279,0416;58,4057;56,6772;169,6455;242,9557;169,1976;233,5823;206,6547;90,9448;90,0855;68,8631;133,4914;169,3344;183,4624
ca;salt_pepper;0_25;8;267,1228;56,8267;55,7286;169,3175;234,1842;169,6999;234,8716;207,6327;90,7053;89,9787;68,726;133,5462;169,6213;183,6984
ca;salt_pepper;0_25;9;259,4491;55,9236;55,2247;169,1606;228,7444;170,0059;235,6871;208,172;90,6344;89,937;68,6916;133,5983;169,6862;183,8143
ca;salt_pepper;0_25;10;254,561;55,3313;54,9685;169,0608;224,7684;170,2251;236,1709;208,4882;90,5854;89,9184;68,6824;133,6217;169,7354;183,8542
ca;gaussian;0_5;1;467,3149;804,1849;552,7033;674,5524;540,4209;786,1873;772,3288;735,1269;732,2859;756,338;763,8417;729,6781;744,4134;744,7588
ca;gaussian;0_5;2;336,7483;448,7836;342,4891;437,8896;377,8113;518,2378;541,5399;510,5901;452,8064;455,8958;446,4914;467,195;501,7128;509,381
ca;gaussian;0_5;3;286,6425;291,7598;254,5519;338,908;311,3799;401,3592;440,8971;413,1456;330,5353;323,2003;306,8462;351,4779;397,7969;406,8262
ca;gaussian;0_5;4;269,2871;225,009;220,214;298,4894;286,6096;353,2209;400,3598;375,025;278,92;266,65;247,3314;302,3774;353,8694;363,1524
ca;gaussian;0_5;5;264,6084;199,9947;208,9071;284,6265;279,1492;335,9964;387,0931;363,2394;259,6009;245,5066;225,4261;284,9497;338,0276;347,3477
ca;gaussian;0_5;6;263,9113;192,2755;205,682;280,854;277,8415;331,4675;384,5322;360,6875;253,7384;239,2097;218,9827;279,7293;333,4885;342,4386
ca;gaussian;0_5;7;263,9349;190,4204;205,0129;280,2993;278,2493;330,7018;384,5988;360,9211;252,0821;237,49;217,381;278,4022;332,2972;341,1783
ca;gaussian;0_5;8;264,098;190,0777;204,8992;280,0674;278,9749;330,7316;385,1934;361,3066;251,5936;237,149;216,9957;278,0977;332,0421;340,9121
ca;gaussian;0_5;9;264,2038;190,0686;204,8765;280,2016;279,6461;330,8091;385,5207;361,7125;251,4763;237,0864;216,9014;278,009;332,0081;340,8312
ca;gaussian;0_5;10;264,3463;190,0978;204,8958;280,4234;280,1206;330,8731;385,758;361,9165;251,4471;237,0857;216,8907;278,0043;331,9847;340,8434
ca;gaussian;0_9;1;2301,0851;3384,3059;2848,0202;3078,5347;2529,6181;3095,6175;2964,9892;2923,195;3028,6751;3125,9505;3300,0151;3066,2515;3092,5318;3100,3185
ca;gaussian;0_9;2;1563,2503;1959,5488;1848,8379;1973,1698;1660,1478;1834,2246;1798,4623;1782,9946;1755,6901;1772,7391;1852,6064;1768,1912;1812,7333;1828,1203
ca;gaussian;0_9;3;1236,5994;1300,0687;1407,9572;1484,2821;1270,9696;1252,7524;1260,7646;1258,2661;1168,8328;1145,615;1176,4665;1162,206;1217,6528;1229,5856
ca;gaussian;0_9;4;1077,5005;988,0484;1195,32;1255,4945;1089,0109;978,8203;1005,2173;1010,4981;892,1373;847,0303;853,5627;872,2947;933,2475;944,2664
ca;gaussian;0_9;5;1001,7398;830,4196;1087,879;1140,8541;998,5561;844,1219;880,3872;890,1724;754,9572;697,3476;690,9489;727,7767;792,1631;802,6831
ca;gaussian;0_9;6;966,6705;751,0653;1035,022;1086,3572;956,7699;778,8432;820,7674;833,4247;687,9493;623,7279;610,1506;657,9312;722,9704;733,2067
ca;gaussian;0_9;7;951,8718;712,8977;1010,5368;1061,6371;938,8327;748,957;794,4276;807,9489;656,8671;590,1308;571,9101;626,0338;691,0565;701,5503
ca;gaussian;0_9;8;946,2816;695,967;999,966;1050,9489;931,5928;736,06;783,262;796,8907;643,5387;575,6534;555,7579;612,5601;677,7351;688,1002
ca;gaussian;0_9;9;944,4018;688,8929;995,7288;1046,4806;928,6787;730,8841;778,8268;792,6605;638,1246;569,8444;549,3439;607,2316;672,4173;682,8348
ca;gaussian;0_9;10;943,6241;686,1927;994,1436;1044,9109;927,6289;729,0206;777,1818;791,2323;636,1222;567,641;547,0673;605,3333;670,448;680,934
